file,start_line,end_line,kind,name,category
AsymptoticSpectra/Tensor/Tensor.lean,1068,1077,theorem,lift_unary_iso,C
AsymptoticSpectra/Tensor/Tensor.lean,1079,1090,theorem,lift_binary_iso,C
AsymptoticSpectra/Tensor/Tensor.lean,1092,1110,theorem,lift_ternary_iso,C
AsymptoticSpectra/Tensor/Tensor.lean,1112,1113,theorem,add_comm,C
AsymptoticSpectra/Tensor/Tensor.lean,1115,1117,theorem,add_assoc,C
AsymptoticSpectra/Tensor/Tensor.lean,1119,1121,theorem,zero_add,C
AsymptoticSpectra/Tensor/Tensor.lean,1123,1125,theorem,add_zero,C
AsymptoticSpectra/Tensor/Tensor.lean,1127,1129,theorem,mul_comm,C
AsymptoticSpectra/Tensor/Tensor.lean,1131,1133,theorem,mul_assoc,C
AsymptoticSpectra/Tensor/Tensor.lean,1135,1137,theorem,one_mul,C
AsymptoticSpectra/Tensor/Tensor.lean,1139,1141,theorem,mul_one,C
AsymptoticSpectra/Tensor/Tensor.lean,1143,1145,theorem,mul_add,C
AsymptoticSpectra/Tensor/Tensor.lean,1147,1149,theorem,add_mul,C
AsymptoticSpectra/Tensor/Tensor.lean,1151,1153,theorem,zero_mul,C
AsymptoticSpectra/Tensor/Tensor.lean,1155,1156,theorem,mul_zero,C
AsymptoticSpectra/Tensor/Tensor.lean,1158,1160,def,natCast,C
AsymptoticSpectra/Tensor/Tensor.lean,1162,1187,instance,(anonymous),C
